Bedrooms,Bathrooms,LivingSQFT,Age,DistToWH,LotSize,ListingType,Floors,CountySchool,Garage,Price
2,2,945,15,29134.88885,0,Condo/Townhome,1,FAIRFAX COUNTY PUBLIC SCHOOLS,4,384990
1,2,1073,53,27529.82574,0.03,Condo/Townhome,1,FAIRFAX COUNTY PUBLIC SCHOOLS,0,289000
4,3,1905,44,29918.79472,0.46,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,564900
2,2,1040,46,29053.28728,0.03,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,339900
4,4,3519,36,26455.9521,0.35,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,849900
4,4,2310,51,28218.34956,0.03,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,549786
3,3,2132,38,26757.31287,0.12,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,699000
4,4,1402,40,26990.08362,0.05,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,425000
3,4,3622,21,29517.85893,0.12,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,665000
4,4,1638,34,28656.61276,0.26,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,649888
3,4,2243,22,28468.53277,0.05,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,575000
4,3,1820,51,26250.15052,0.34,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,575000
4,4,2288,47,29139.46996,0.21,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,574900
4,3,1592,46,29605.35858,0.53,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,565900
4,4,2112,47,28170.04414,0.05,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,458000
3,3,1320,47,27207.5409,0.03,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,425000
3,2,1870,45,28029.16525,0.05,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,420000
6,4,3958,33,29340.72194,0.59,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,865000
4,3,2200,52,28320.03132,0.79,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,720000
3,4,3084,38,27907.24167,0.08,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,629900
3,3,1296,23,28424.29058,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,474888
3,4,2257,46,26446.08307,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,469900
4,4,2268,47,26509.24903,0.03,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,449987
3,3,1349,41,26391.2852,0.03,Condo/Townhome,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,424800
3,3,1160,34,29450.90359,0.05,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,399900
2,2,1270,33,29418.06239,0.02,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,379500
3,4,1395,32,29401.12369,0.02,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,369500
4,4,2320,20,29312.44942,0.07,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,825000
3,4,3130,26,28305.45402,0.05,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,615000
3,3,1660,34,29425.37063,0.05,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,400000
3,3,1916,47,27968.09347,0.03,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,489900
3,3,1834,22,28571.1306,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,565000
3,4,2078,50,27662.44625,0.05,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,545000
5,3,2697,48,28818.05118,1.05,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,764800
5,5,2817,33,29017.21254,0.41,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,874900
4,4,4250,42,27988.07994,0.58,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,819900
2,3,1116,36,26303.97617,0.02,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,355000
1,1,745,16,29039.44801,0,Condo/Townhome,1,FAIRFAX COUNTY PUBLIC SCHOOLS,2,299000
4,4,3044,29,27614.93916,0.24,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,815000
3,2,1493,16,29039.44801,0,Condo/Townhome,1,FAIRFAX COUNTY PUBLIC SCHOOLS,2,624800
3,2,1752,36,25510.75872,0.05,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,434900
4,3,1705,46,29640.75711,0.03,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,364500
2,2,1716,12,28971.13038,0,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,750000
3,5,3174,32,28047.43075,0.1,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,750000
4,3,2718,39,25866.41776,0.29,Single Family,1,FAIRFAX COUNTY PUBLIC SCHOOLS,2,679900
4,3,2062,43,29942.02071,0.48,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,620000
3,4,2874,30,27572.36443,0.08,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,618000
2,4,1752,30,29007.32776,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,499900
2,1,1416,38,28814.00394,0.03,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,325000
4,4,4020,33,26085.90711,0.26,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1425000
3,4,1632,45,27400.36248,0.07,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,420000
5,4,3285,36,27035.79452,0.41,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,785000
4,3,1862,42,29571.02302,0.38,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,2,599990
3,2,1497,45,27946.18073,0.03,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,350000
4,4,2960,42,28241.42668,0.37,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,770000
4,4,3096,27,27937.41296,0.09,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,674990
3,4,2438,32,28371.35654,0.1,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,650000
3,3,1400,47,27995.06358,0.03,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,445000
1,2,1038,16,29039.44801,0,Condo/Townhome,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,369000
3,4,2704,21,29516.66031,0.08,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,895000
3,4,2811,31,28235.29096,0.07,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,659900
4,4,2784,50,27772.9144,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,570000
2,2,1440,52,27267.46107,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,419000
1,1,748,48,27023.48298,0,Condo/Townhome,1,FAIRFAX COUNTY PUBLIC SCHOOLS,2,199900
3,4,1604,22,28479.37496,0.05,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,514900
3,2,1448,36,28822.30444,0.02,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,339000
5,3,1984,42,29617.39973,0.06,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,474900
3,4,1924,41,26484.03521,0.03,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,474900
2,3,1080,33,28892.04774,0.03,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,395000
2,3,1031,35,26197.13874,0.02,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,355000
4,2,2700,54,27593.50673,0.03,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,950000
5,4,4689,19,26529.73158,0.23,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,899900
4,4,1852,25,29159.14336,0.07,Condo/Townhome,2.5,FAIRFAX COUNTY PUBLIC SCHOOLS,1,660000
4,4,1360,47,27935.40725,0.03,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,439900
2,2,1354,32,28946.63422,0.02,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,369900
2,4,1296,23,28412.81031,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,424900
5,4,3405,36,28172.03349,0.32,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,835000
3,3,2620,41,26805.93974,0.14,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,649987
4,3,2087,49,26142.30107,0.31,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,599000
3,4,2062,26,28004.84764,0.09,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,580000
3,3,1296,22,28372.68973,0.03,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,464990
2,4,1296,23,28560.47176,0.03,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,449900
3,4,4700,16,25722.83369,0.06,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1075000
5,5,4435,24,28155.9378,0.54,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,999999
3,3,1902,26,27881.48034,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,559999
3,4,1650,45,27703.30548,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,449600
4,4,1262,45,27829.61917,0.03,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,409950
4,5,1463,47,28747.11113,0.03,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,348000
2,1,837,34,28225.90945,0,Condo/Townhome,1,FAIRFAX COUNTY PUBLIC SCHOOLS,1,259000
6,4,4191,41,24910.77544,0.54,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,799900
3,4,2215,49,26698.62033,0.07,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,499800
4,3,2835,51,27406.47102,0.66,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,675000
5,4,4324,24,28576.82719,0.44,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,985000
4,4,2800,21,29371.85571,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,850000
3,4,1734,33,29345.65963,0.03,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,435000
3,4,2512,41,26440.90405,0.11,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,829900
4,3,2494,31,29099.32002,0.06,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,600000
4,2,2221,34,30467.66322,0.27,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,625000
2,2,1235,16,29039.44801,0,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,450000
4,4,1604,50,26540.70289,0.05,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,439900
2,2,1248,34,29532.51397,0.02,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,349800
3,4,2305,40,27454.10285,0.05,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,578900
5,4,4400,27,27102.69559,0.43,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,849900
4,4,2518,22,29875.20999,0.17,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,699000
2,3,1449,16,29039.44801,0,Condo/Townhome,2,FAIRFAX COUNTY PUBLIC SCHOOLS,3,649000
3,2,1029,45,27465.45292,0.02,Condo/Townhome,1,FAIRFAX COUNTY PUBLIC SCHOOLS,0,208000
6,4,4790,27,27377.59205,0.62,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,987000
4,5,2775,1,27828.30288,0.03,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,869900
4,5,2755,46,29975.12368,0.46,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,565000
3,3,1349,41,26431.29517,0.03,Condo/Townhome,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,437777
3,4,1691,44,27224.44468,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,429000
3,4,2556,36,28317.76633,0.32,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,620000
3,4,3002,27,27926.46448,0.08,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,639900
4,4,2739,35,28336.58457,0.11,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,679000
3,3,2112,54,27636.46997,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,579500
3,3,1340,32,28926.03092,0.04,Condo/Townhome,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,399900
4,3,4832,24,27838.74569,0.2,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1399900
4,4,2672,35,28276.42252,0.21,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,669000
3,4,1592,41,26425.25808,0.03,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,539900
2,3,1372,16,29039.44801,0,Condo/Townhome,2,FAIRFAX COUNTY PUBLIC SCHOOLS,2,514999
3,4,1718,47,26783.82581,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,450000
2,2,840,34,29643.62986,0.02,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,349000
1,1,690,13,27986.84686,0.02,Condo/Townhome,1,FAIRFAX COUNTY PUBLIC SCHOOLS,1,269900
3,4,2677,40,27395.39974,0.06,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,575000
2,3,1372,16,29039.44801,0,Condo/Townhome,2,FAIRFAX COUNTY PUBLIC SCHOOLS,2,499900
4,3,3506,30,28087.24281,0.33,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,849900
4,5,3894,48,29185.8178,1.22,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,799000
5,4,2654,45,29187.82832,0.36,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,649900
3,4,2104,21,27525.13269,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,649000
4,4,2821,50,26263.08096,0.36,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,630000
3,3,2162,39,26519.43907,0.06,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,525000
2,1,821,16,29039.44801,0,Condo/Townhome,1,FAIRFAX COUNTY PUBLIC SCHOOLS,2,314900
1,1,759,14,28325.2867,0.02,Condo/Townhome,1,FAIRFAX COUNTY PUBLIC SCHOOLS,1,319900
3,3,2626,22,28282.49395,0.7,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,2,791000
4,4,2750,29,28040.70444,0.05,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,725000
5,3,3136,41,25185.16724,0.46,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,799000
2,2,816,36,26390.25177,0.02,Condo/Townhome,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,319900
6,7,8112,30,26478.16796,0.35,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1397500
4,4,2038,42,26354.95485,0.05,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,619900
3,4,1820,35,29634.69779,0.03,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,385000
2,2,1421,12,28971.13038,0,Condo/Townhome,1,FAIRFAX COUNTY PUBLIC SCHOOLS,2,630000
6,5,5623,30,27145.60538,0.35,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1049000
5,5,5176,25,28418.99581,0.47,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,979000
3,2,1426,17,28257.51551,0,Condo/Townhome,1,FAIRFAX COUNTY PUBLIC SCHOOLS,1,550000
3,4,1732,26,28453.61905,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,549000
4,5,3234,31,28120.08545,0.34,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,949900
3,4,2365,21,29409.16324,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,849000
3,4,1400,47,27969.69142,0.03,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,419900
1,1,691,16,29039.44801,0,Condo/Townhome,1,FAIRFAX COUNTY PUBLIC SCHOOLS,1,267000
2,2,1222,42,27654.32629,0,Condo/Townhome,1,FAIRFAX COUNTY PUBLIC SCHOOLS,0,264900
3,3,1330,34,28788.61693,0.02,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,325000
4,4,2190,41,26382.83519,0.06,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,777000
2,4,2496,19,29131.75422,0.06,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,829900
2,2,1392,34,28653.34312,0,Condo/Townhome,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,265000
6,4,2400,47,27052.37145,0.14,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,510000
6,6,5779,31,27945.88714,0.46,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1158000
3,3,1708,16,29039.44801,0,Condo/Townhome,2,FAIRFAX COUNTY PUBLIC SCHOOLS,3,699900
4,5,2775,1,27793.83387,0.03,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,945900
3,3,2629,34,25439.06854,0.11,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,2,650000
4,4,2055,50,27737.43396,0.03,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,515000
3,5,3075,1,27800.17007,0.03,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,974900
3,4,2178,21,27625.63761,0.06,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,658500
5,5,7408,23,29776.29796,0.69,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1200000
3,5,2805,1,27831.28917,0.03,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,949900
5,4,4026,18,20726.47363,0.47,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,899000
4,4,3176,18,17820.94243,0.1,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,849999
4,3,1964,55,24388.98752,0.51,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,650000
5,2,2402,65,22268.88527,0.26,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,599000
3,4,2406,17,29560.79017,0.06,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,589900
4,3,2100,50,24260.78686,0.28,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,550000
4,3,2039,48,30693.42281,0.27,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,2,549900
3,4,1990,50,20231.93752,0.03,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,549000
3,4,2514,23,27659.79381,0.03,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,535000
3,4,1440,44,20161.37531,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,475000
2,3,2208,31,28738.14784,0.05,Condo/Townhome,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,450000
1,1,736,22,30753.37384,0,Condo/Townhome,1,FAIRFAX COUNTY PUBLIC SCHOOLS,1,249999
4,4,3322,17,22825.4924,0.26,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,850000
4,4,4306,31,31717.25238,0.39,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,807500
4,3,3099,68,20246.86602,0.61,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,2,749888
3,4,2648,35,21630.91548,0.14,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,670000
4,3,2418,54,22216.67045,0.24,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,634888
4,3,1409,43,25401.59414,0.23,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,619000
4,3,2400,50,24000.21543,0.28,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,544000
4,4,1472,52,22021.59277,0.05,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,499900
4,4,1983,30,29183.24443,0.05,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,465000
4,2,1532,64,25057.71968,0.21,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,380000
3,4,1887,40,22680.27662,0.03,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,380000
4,5,6246,0,23473.29436,5,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,3,1499990
4,5,5469,0,23473.29436,5,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,3,1399990
4,4,5217,0,23473.29436,5,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,3,1349990
5,5,2974,4,24577.33864,0.1,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1200000
5,7,8025,15,28620.15316,5.14,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,3,1145000
5,5,4500,15,19767.6585,0.15,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,909000
4,5,4612,15,19953.27125,0.14,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,860000
4,2,2578,50,18461.54645,0.24,Single Family,1,FAIRFAX COUNTY PUBLIC SCHOOLS,2,765000
4,3,2197,45,20915.69328,0.35,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,749900
4,3,2100,62,21876.45868,0.31,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,650000
4,4,2464,35,27003.01147,0.21,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,649000
4,3,2109,48,24128.88514,0.31,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,585000
4,2,1992,54,21953.26849,0.3,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,549888
3,2,2003,48,31821.97173,0.29,Single Family,1,FAIRFAX COUNTY PUBLIC SCHOOLS,0,525000
3,2,1152,69,25781.29549,0.23,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,485000
3,4,1820,33,31911.99766,0.03,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,390000
3,3,1687,22,30760.33517,0,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,389900
4,3,3308,0,27149.08789,1,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1019990
4,3,3309,0,27149.08789,1,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,3,999990
5,5,3801,30,28295.50344,0.12,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,820000
6,5,6704,17,31681.37888,0.31,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,999000
4,6,5420,11,18750.28981,0.09,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,879000
3,4,1820,33,32495.76198,0.03,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,412000
4,3,2300,43,22946.19204,0.52,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,697000
3,4,3089,30,23950.96985,0.05,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,689000
5,5,3619,31,31016.47664,0.35,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,884900
3,3,2489,23,29372.83595,0.06,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,600000
4,2,2576,64,22980.26383,0.26,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,2,575000
4,2,2112,65,25095.72556,0.24,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,544500
4,4,3374,45,20981.24924,0.35,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,849000
4,4,3560,35,22764.98767,0.25,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,823000
5,3,2505,59,19820.59451,0.53,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,2,800000
3,5,3404,63,29201.55011,1.01,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,799900
4,3,2200,45,21080.60504,0.42,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,1,775000
4,3,2485,64,20033.32875,0.5,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,1,749000
5,4,3419,39,22946.79643,0.35,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,734900
6,4,2680,41,29778.27861,0.82,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,729000
3,4,1942,7,20502.54343,0.02,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,727000
4,4,2789,39,29696.39765,0.59,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,2,725000
4,3,2102,35,26787.58846,0.27,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,719000
4,3,3121,38,29251.68812,0.2,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,684900
5,3,1652,65,22831.49354,0.28,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,1,675000
4,3,1738,48,26688.40853,0.35,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,2,635000
3,3,1936,21,29752.60146,0.05,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,599900
3,4,2460,23,27055.03834,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,580000
4,4,1600,10,29708.93136,0.03,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,559999
3,3,1458,35,31750.34081,0.34,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,557000
3,4,2422,33,29761.33425,0.06,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,485000
3,3,2080,64,23162.52642,0.23,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,430000
